Text,toxic
"yeh tu aap dosron ka haq maar rehi hain,kia yeh khula tazaad nahi",0
nokia main maza nahi.,0
bekar hogaya ha nokia ab,0
ab kuch nai bacha nokia me,0
ye bik gaya ha nokia,0
yar itna ghatia set hy,0
ab nokia k saray set he ghatiya a rahay hain,0
ghatia hy wesay paisay zaia kiye hain,0
Baqwas 4on,0
sb jhot hai ye,0
ye bht masla daita hy... aj kal... apps khud he opn hojati hain.. kaam k apps khud he bndd ho jati hy,0
ye sab bakwas hai,0
mujhe koi khas acha nahin laga tutorial...,0
Fire aise hoti hai kya....Ye Koi aur hi effect hai mager is ko Fire Effect kehna sara sar ghalat hai...,0
nai to kia tumhari gand me fire effects kar k dikhaye kia,1
"wo kya khaaak rang laai gi,,",0
wo sirf tension la sakti ha or kuch nai la sakti,0
India Kabhi Hamara Dost Nahi Ban Sakta,0
indian ne kabhi pakistan ko tasleem nai kia ha ye baat man lo jahilo,1
india k sath talluqat barhanay chalya hain kanjar,1
filhaal yahan ki majority be-his ho chuki hai,0
indian me jo muslim ha unki gand pe danday partay hain,1
is nazariye se dekha jaye to aap ki pak hukoomat india se baddtar hai,0
to jao india chalay jao ghuss jao india ki gand me,1
aur aap log muslim k thekedar nahi hain..,0
yahan jis bharway ko dekho islam ka thekadar bana phirta ha,1
mazak bana lia ha deen ko jahilo ne,1
ye bharway dharam ko apne dhanday k liye istimal kartay hain,1
ye bhi koi baat hui bhala begarti ki bhi had hoti ha,1
ye begart sari hadyen paar kar chukay hain,1
mai to is university main admission lay ker phans gia hun,0
yahan or ziadah tensions galay par gain,0
bhai aiou ka system bohat kharab ho geya hai,0
ye trick kam nahi kar rahi...bhoat he ghatiya trick ha,0
Yar aap ki post bil kul ghalat hai shame on you,0
mery bhai is se bohat se files miss hu jati hain not good,0
time waste task manager ni open hota,0
poor quality hain yar,0
yeh to bohat purana hoo chuka hai...!,0
chal bay chutiye kuch naya lay k a,1
esa ho hi nai sakta fake hai yeh....,0
ye salay fake tutorial daal detay hain,0
had hoti ha bhai fakeness ki bhi,0
mery pass waqt ni on logon sy nafart krny k liy jo mujhsy nafart krty hn,0
Mujhe fb se nafrat hai ye b same,0
fb se log pagal ho rahay hain,0
ab wo maza nai fb me,0
bakwas hoti ja rahi ha fb ab,0
saray mailay agaye hain fb pe ab,0
jidhar dekho 2 4 mailo k comments hongay fb pe,0
Bilkul Fazoooool hain,0
han bikul fazool teri tarha,0
nai tu bara kaam ka bharway,1
han to teri tarha farigh to nai hoon na,0
subha se sham tak farigh sala,0
gadha ho gaya ha farigh reh reh k,0
kuch kaam dandha karlo chutiyon,1
sirf larna ata ha tum logo ko jahilo,1
Kam ke softwer ni he,0
Main nay chek kia hai bkwas hai...kisi kam ka nahin.,0
abay tu apne apko check karle pehlay bakwas insan,0
mat istimal karo ye software khatarnak ha ye,0
computer me virus bhar dega ye sala,0
bohat gand virus ajayega,0
bohat he koi ghatiya software ha ye,0
faltu software ha mat karna koi,0
bachodiyan khatam karo kaam karlo shabash,1
bhago yahn se chalo,0
Fawad bohot zyada badsoorat lag raha tha iss ad mein,0
sanam ki eyes bht hi drawni lag rehi hy..:,0
khud bhooti ha wo puri,0
is geo ko ab banned ker dena chahiy,0
Shaista ko saza Milne chahia na yeh Muslim orat na dupata lati hai or sobha uthty he nach gana,0
lanat ho ese program dekane ur dekne walo pe,1
shame to geo veena and begherat asad khatak koti shaista wahidi per,0
Lanat ho is host shahista pe,1
aur is ki pori team per lanat,1
begairat host aur begairat geo channel,1
begairat show k organizer,1
had kar di hai aglo ne or ap......sharam nae hai wexe,0
sharam to ati nae is ko gadhi ko,0
na geo walo me tameez hai or na he ary walo mein kanjar,1
waah jo yeh website ya tu dhamki se darr gaye hai ya phir paisay kha liye hian,0
paisay khiladetay hain kanjar,1
hum tu paray likhu jahil hai,1
saray parhay likha he jahil hain salay,1
is mulk ko jitna nuqsan parhay likho ne dia ha utna kisi ne nai dia,0
in kanjaroon ko Pak hastiyoon kay sath mila rahay ho sharm karo,1
jahunmiyoon Khuda ki mar ho tum jahiloon per,1
is ko Musalman kahtay hain pakistan kay loog murdah qoom ho chokay hain,0
her baigairati ko apna kay khud ko so called modern kahtay ho jahiloo,1
Geo ko bund karo bakwas channel,0
koi kam ka to show ak b nae paesh kia in dono ne....,0
sharam naam ki cheez nai hai na amir liaqat sahab me,0
sahab to na bolo is bharway ko,1
he shaista lodhi mei koi sharam nai,0
ye shaista lori ha,1
sharam se doob marry ab to Shaista or uski team,0
begartoon me sharm name ki cheez he to nai hoti,0
Afsos hy Shaista or Jeo team per,0
bhai afsos ni lanat ha in pe,1
bhooot bara ghunah kr diya in logon ny,0
gnaba geo pe lanat bhegna mat bhulen,0
Utho jago pakistan and subah ka start begharti se start kar dou,1
begerat ki bachi iska show band kar dena chahy,1
iski khud ki kiya izat hay,0
2 takay ki izzat nai hoti in logo ki,0
lanat ho shaista kameeni ki shakal pay,1
shakl se he kanjar hain dono,1
dono behn bhai kanjar,1
inko jitni galiyan do kaam ha,0
galiyon k mustahiq hain ye bharway,1
sharam aani chahiye tumhain,0
ye jism faroshi ki expert he aur wo baighairti ka .............,1
ma esy logon ke bary me chup nae reh sakti jo intahae ghatya hon,1
herat hai aap ko itni wahiyat ourat khush qismat lagi hai,0
lannnnnnnnnnnnnnnat on geo and shaista veena,1
lanaaaaaaaaaaaaaaaaaaaat in pr ALLLLLAH ki marrrrr or in ko defend krne walooooon pr bhii,1
Lakkkkkkkh lanat shaista pr or geo veena pr,1
Wajbul QATAL hain yahhhh ab sabbbb molviiiii,0
molvi bhi 2 number hain hamaray yahan,0
2number log in is mulk me sub,0
tum pagal ho islam ki dihjia uranay walo ko tu zinda rahnay ka bhi koi haq nahi ur tum maff karnay ki bat karti ho,0
in nachne wali mahfilon me nabi or un ki AAl ka zikr nauzbillah wo bhi nach nach ke dob maren aise show kerne wale,0
bann karna chaiye ink show ko,1
ghatiya show kartay hain 2no bhen bhai,1
fazol log ulte sedhe harkaten karty rahty hen,0
Apny ghar samhalty naahe hen dosron ke wedding celebrate karty hen or dosro ko suggestion dyty hen,0
is qom ko hosh he ni aa rhe,0
gand se pagal ho gai ha ye qoam,1
is geo ko ab banned ker dena chahiy is k baad koi gunjaish nhi..,0
Samajh nhi AI ap ki bat,0
ye moulana diesal sab se bara khabees ha,1
local molana ha ye,0
paisay ka pujari sala,0
Kafi sare loopholes hei scripts mei,0
Adeel acha husband nahi hay,0
bayshaak kay wo bi intahi baykaar khatoon haen,0
Bara fazool tym hai ap k pas,0
drama acha nhi lgraha to na daikhain bakwas q kar rahi hain,1
Bus ab khatam karain drama ko,0
nonsense coversation hotee rahay gee,0
Afsos hota hay aese baapon pe,0
baap ki izzat ko dao py lga dya..,0
Kambakht ishq ka inteqaal ho jayee,0
itna over make up hadd hai bhai,0
ghatiya makeup ha bohat,1
bohat fazool makeup ha,0
bohat he fazool lag rahi ha is makeup me,0
aur waise bi aj kal ke dramas mein bohat kuch galt dikha rehe he,0
yeh bhi galat hai.kuch parts is doc. k,0
pak terrorists produce kerta hai or dosry countries main hamlay kerata hai,0
Aur baap bayperwahhh hai,0
Khub bezat Kr rha hai Faisal Qureshi,0
Bakwas hay tu ap nh dekho!!!,0
bkwas kar dia hai iss drama ko,0
iss ashiq sahib ki apna drama khatm nahe ho rahy,0
darama main Rania ka roll boht hi bad hy,0
boht over acting kar rahi hy,0
us ka roll es darama main byfazool hy,0
waqai larkiyan hoti hi aisi hain pagal,0
kuch achi story nahi ha bor ha,0
bilkul bakwas story ha,0
kon likhta ha ye ghatiya dramay,0
2 number wirter a rahay hain ab,0
writer ghatiya hotaya ja rahay hain,0
sub bakwas pe bakwas,0
kuch to acha likh lo kameeno,1
kuch to naya lay ao jahilo,1
Main hoty to mar mar k Isco bachoon ke sath ghar she Nikhal dety,0
Respect naam ki cheez nei he in rishtoon mein,0
Wajhdaan ki Ma'a to bht hi ziddi he,0
Kabhi Bhi Apna Damagh Use Ny Krteen Aunty,0
yeh larki hi pagal he jo maa ki waja se larkon ki zindagi kharab ker ker k chor rhi he,0
komal pagal lgte hai ksi hal ma khush nai rhte,0
kuch ortain kisi haal me khush nai reh saktin,0
saleha aunty ki aqal ghaans charnay chali gaye hai,0
comment krne se pehle apna lehja sahi rukhna nahi tu yeh aap ka last comment hi ho ga,0
Mujhe fazool kism ki behs mei prhne ka koi shok na,0
un logo ke saath jin mei tameez nahi lekin dusru ko sabq dena ka buhat shok hai.,0
Bulke aise log sirf fazool hi hain,0
fazool hi nahi aqal se bhi paidal hotey hei,0
Fazool log tu woh hotey hei jo aik drama ke bare mei kisi ke views ki,0
"kaha ke Mikael ka character ghissa pitta hai, is mei kuch naya nahi.",0
Salahuddin ka dost kitna Kanjoos admi hy,0
n uski wife uss se bhi zyada chooty dil ki aurat,0
ajeeb ghatya aurat ha iski bv,1
dil kr rha tha iska mou toor don,0
Mikael na sirf selfish aur careless husband hy,0
Ye drama bhi ab boring ho chuka hai.,0
woh nacch nacch k subha Awam ko jagane ka trend bhi GEO KANJAR ne hi set ki tha,1
dusro se jal rahe ho tum,0
fazool admi dosroon ko glt bol kar apne ap ko acha nei kehte,0
geo news prapoganda kar raha he paisa le k,0
apna emaan beachny walo lanat he tum pe,1
agaar pakistan hargiayto to may phora india ko aag lagadhonga,0
program k zriye bewaqof banati hn,0
ye sub falto program karti hain,0
gharon se farigh aurtain,0
koi kam dhanda nai ha in farigh aurton ko,1
Punjab Police Ne Aj Israel Se Km Nahi Kea. K Media Per Hath Authaya.,0
Police Ke Uniform Main 50% Rented Ghundy Hain.,0
"dahshatgard mazay se akar 40,50 logon ko maartay hain",0
ye saray paiso k bhokay anchor ha,0
paiso k khatir apna emaan b bech dete han ghatiya log,1
pti walon ko sharam nahi aati ha,0
kuch sharam karo sharam begartoon,1
parliament main begharton ki tarha wapas aane ke lye betaab hai,1
munafiq aadmi ha ye imran khan bhi,0
bharwoon ka koi deen iman nai ha,0
saray siyasat danoo ka koi deen iman nai ha begartoon ka,0
imran khan ka koi deen iman nahi hai,0
imran khan niazi jaisa duffer leader Pakistan par hukmrani ka khwab dekh raha ha,0
tum sub begharat aur bikoa maal ho.,1
ye 2 2 rupay me bik jatay hain bharway,1
ye sasti randi ha siyasat ki,1
mutasib tajzia nigaron se is qism ke ghatia tabsaron ke elawah aur kya expext kya jaa sakta hai,0
magar tum log nehayat hi besharam aur beghairat log ho,1
aur na hi is qabil hty ho k kuch ker k dikha sako dunya ko.,0
aap jesay log kabhi talent ki qadar ni ker sakty,0
ye bharway kabhi apne logo ko promote nai kartay,1
sari indian ki gand chalani ha inhain tv pe,0
ja k ghuss jao india ki gand me,1
awaz nahi thek kar saktay tu channel band kardain,0
abay channel to theek se chalo lo ghatiya logo,1
log bhi ghatiya channel bhi ghatiya,1
transmission he sahi nai ati gahtiya logo ki,1
bilkul ghatiya channel ha,1
bohat hi ghatya channel voice nahi ati kesa channel hai asee baad hi kar do,0
na transmisson a rahi ha na voice a rahi ha kia bakwas channel ha ye,0
fm 107 oor 105 bikaoo chennal hain,0
fm p ganoo k elawa koi khas chees mujhe nazar ni nayi 24 ghante gane hadd ho gai ha,0
hamari nasle barbad ho jaein gi,0
bakwas chennel fm 107 na to khbre poori deete hain na hi tajziye mujhe aap ye batao,0
ye kbhi nh chalega,0
itna ghatiya ha ye fm,1
yar ye kia bakwas ha bilkul he ghatiya ha,1
please india ke dramas mat dekhaya karen,0
bilkul bekar hota hain,0
Ye ajeeb si or sharmnak si bat lagti he,0
Altaf Hussain mulk k khilaf London me biyan bazi karta he begarat insan,1
ye padaishi begarat ha,1
aisy chikhny chalany se koi faida na ho ga.jahiloon,0
fake logo ke tarha apny cmnts dlt q krti ho,0
himmath hay toh real rho na fake pplz pata nhe kdr say ajaty hay toba.,0
log bohat fake hotay ja rahay hain,0
fakeness ki intiha ha logo me toba,0
"ker lagta nahi ke is ko jail jane per kisi bhi qisam ki koi sharmindagi hai,",0
Rassi jal gae mager bal nhi gaye..Bhatakti Atma :),0
inki gand bhi jalo,1
gand jalay gi tab bal jaye ga iska,1
do danday parengay gand pe sari akar nikal jaye gi,1
Lahore or Islamabad bura khaytay hain,0
hum tu ghissi pitti stories nahi dekhna chahte,0
Actors oor directors unki BOHAT si Galtyoon pur parda daal daytay hein. Afsoos hota hay ...,0
humara media AWARA logoon k haat mein hay,0
media Jo qaum ko AWARA bana rahe,0
media pur hukumat ka zabrdast qism DANDA zaroor hona chahye..,0
jab tak inko danda nai hoag ye seedhay nai honagay,0
Fatima bara afsoos hoa sun kur oor aap Yaqeenan sahi keh rahe hein yeah hum viewers hi hein Jin nay teleivision ka mayaar khud giraya hay ..,0
Afsoos hota hay humaray yahan writers ka itna fuqdaan hay,0
story mein ya dialogue mein koye wazan hi Nahin...bikul ghatiya,0
oor haqeeqat mein koye bhi drama dhung ka nahin a raha ya yeah kahein humein acha nahin lug raha.,0
aik se bhar k aik ghatiya dramay a rahay hain,0
bekar actor or ghatiya dramay,1
abb to nafrat ho gae hai esy dramas se,0
"esy dramas bann honay chahiye jin mein aurat bechari ho, uska husband usy abuse kry hr waqt aur rapist jesy ballaien hon",0
is ko ganji kiu nahi ker detay ta ke koi issue hi na rahay.,0
roop tab ata jab koi sharam haya ho to tab,0
Itna bhi chichorapan kya!,0
Meine wo sari video dekhi ha jahan meera bt kar rahi thi sab se itna bura tarika se..bohat ghatiya lag rahi thi,1
ye bhi sahi drama ha pakistan me pagal meera,1
aur phr yahi log tv par bet kar meera ki burayiyan karty hain,0
sasura yasir nawaz tou khud wraaang number hy,0
Apny AmmA Abba ko Keh Tujhe logon sy bat krny ki Tmz sikha dein,0
Tuje Q etni takleef o rhi hai vo joh merzhi lekhe,0
1st pic mein bht buri lg ri hai.,0
tujhay ki takleef ha bharway,1
kaam kar ja k apna,0
"Ye baat kuch ajeeb lagi. Bekaar dress hai,",0
". Bekaar dress hai, dopatta bhi achha nahi hai",0
hairstyle & makeup bhi achha nahi hai.,0
iska khud ka kuch acha nai ha,0
ajeeb c aurat ha,0
abhi bhi pathankot mein terrorists ghoom rhey hain,0
apne he mulk ka name badnaam kar rahay hain kanjar,1
jitni bhi hoti hai utni bhi nhi honi chahiye qk fazool hai batyen,0
color nhi acha dress ka,0
belagam ghorey bantay ja rahay hain.gadhay,0
Is ki to awaz hee ajeeb nikal rahee hai.. charsee lag raha hai..,0
han to chars piya ga to chaseeon jesi he awaz niklay gi na,0
farah kaminee tr tr,0
Ap mujhe tang kr the ho,0
Bilkul b achy ni haai shakl sy pakoray,0
Bkwaaaaaas tareeeeeeen,0
Zara taste nahi hai inka....,0
taste hi koi nahi hai just x mara hwa hai jis ki waja say awaam ek visit maarte hai..,0
aik tou aap log itna dartay kyun ho samajh nahi aata..ajeeb ghatiya pan lagaya hua ha,0
ap ni ye ganda show shero kya Allah se dro.,0
buhat logo ke nazro ma ap ger chuke hi,0
es show ke bad baztamez insan,0
pehlay he corona nay gand mar k rakhi hay,1
ghatiapana kr rhi hai,0
koi es kanjar ky khilaf supreme court javo yar,1
Ye tu Sara-sar behayai phela raha hay,0
Lanat hay baghirat par,1
ab is ki barbadi shuru hony wali hy,0
ye logon k bachon ko kis traha kharab kr rha hy,0
larky apny apko khrab kar rhy hain ajkal.,0
Allah ki lanaat ho tum pe.,1
.itna behuda baatein kr k sharam ani chahiyai,0
begherat insaan. Lanaat ha tum pe...,1
Yeh chutiya phir sy mar khaye ga.,1
tumhari yehi auqaat hai group mein aao gay.,0
Himmat hai tou akailay ja. Kutton ki foj.,1
Ya kuta ka bacha aisa he kra ga,1
Ya harmi ka bacha ha hr bar aisa he krta ha,1
Kute kamino tum jaise log ki waja dunaya main ye haal hai,1
tum jaisi larkiyon ko sharm ani chaye,0
lund tha chutiya jo bhi tha loda ki aukaat takke ki nhi ha,1
Line me lag k aty hain or bhonkty hain,0
Waqar dale apne se bare dale angrez ki aulad ko nikalo,0
buht ziada hi ganda show hogya hai.,0
Yaar is bhadwe ko koi to sabaq sikhao,1
2 baray kanjar aik frame me,1
Allah ki lanat ho tum pay or Inshallah Allah ka azaab aye tuj pay lanti insaan,1
Yeh kia cheeze hai yaar bharwa,1
Bsdk jaha trimmer aya gandu ne bando ko bhaga dia,1
tharki bsdk a supriya ki lekr hi rahega gandu,1
Mulk k halat dekho or dally ki harkaten dekho,1
aby waqar ya rani tumha chuttya bana rhi ha,1
tu insan ka bacha na bna bandri ke bachy,0
dally waqar zaka video edit kyun ker diya jahan jahan teri beizatti hui ha.,1
ya log ha kia bagerat,1
kanjar insan. Allah ka azaab na ay tou kya ho,1
Madachor bhrwy kutty dallly,1
Waqar Bhai Thori Si Gand Kam Karo,0
Lanat hy larki kam kam sy kuch to socho ye hy harmi waqr,1
zaka Too waqiye gaandoo hy,1
PAKISTAN ke naam par dabba hai tu saale,0
harmzady ghatya admi waqar zaka,1
Harami yah kya kaam shuru kar diye,1
bht hi ghtya ho bht hi ghatya.,0
tobha kro yaar ap log yeh kese show ha waqar....,0
Bhrwey Sharm kar kutty kai bachy,1
kis kam mai lagaya Hua tune awam ko bhrwy,1
doob k mar jao knjro,1
Ye Kia Show hai muje tu koi samj nai aa rahi esko ban hona chaye,0
pura Pakistan kharab ho raha hai eski wjaa se,0
harmi theek ho jho,1
behuda batay sharam kru waqar,0
Chutiya banarha hai Waqar ka dost koi America se nahi hai,1
agay jaakar pachtaaogy bhenchodo,1
ladkiyan bhi utni harami hoti hainn.,1
Waqar Chakra ny bharwa giri chalo kar di hai,1
waqar tou bohat lanti hai,1
Lakh d lahnat waqar,1
Chutiya waqar zaka,1
kutta ka bacha ya kia kr raha ha,1
Yar ghatiya logo ko waqar zaqa ko chahiya block hi kar day,1
pher ye kanjar ayn gy bhi to insan ban kar ayn gy,1
Larko ki call gando jaan bouj k drop karta ha,1
itna behan chood hai yeh barwa kuttay da putter,1
Is bay haya dajjali shaitan kay show ka boycott karo.,0
Kuty waqar tujy Pta he Pakistan ka Matlb Kiya kiya he Or tu kiya Kr rha he social media he,1
Is bharwa ko ganja kr ky gadhy pa bithao,1
Ye bhadwa khud call kata deta h,1
ye ajeeb chutiya hai,1
bht hi ghatya ho waqar bht hi ghatya admi,0
"kutty ki trha,tm bheek mang rhe ho subscribrs ki",1
Lanat o Tre waqar hone pa,1
Bc sudhar ja apne ghar valo ko bhi yahi sab sikhata h kya,0
Laanat baras rahi hai is kay moun pe isi liye,1
Kartoot dekho is kay. Shaitani agent.,0
Lanat Lanat Lanat 1000 bar waqar zaqa pa,1
Iski gndhi soch pakistan ko badnam kr rhi hai,0
Waqar zaka gando larka hy,1
Lanat hy waqar,1
Kitna harami he khud kaat ke bolta he ....bhag ku jaate ho,1
apni gaand paish krna bnd kro,1
jb hate comment karny han to gand marwany aty kyun hoo yahan..,1
Ye gandi ma ka ganda puttar,0
ye mastiyan ni beghertiyan hy,1
Log mar ray h hain is ko apni haram topi ki pary ha,0
pakistani larkiyon ka chutyapa bohat hogya hai,1
benchod na bat krte hai attitude hi khatam ne hota,1
bht hi bura lagney lag gaya hai tumara show,0
tumari zabaan per tu fazool bakwaas k ilawa kuch nai ha,0
tum itni fazool bakwaas kartey ho,0
online aney wali larkiyon per lanat bhejti hon,1
Apkey father ne bht sahi chitrol ki thi,0
Ye haram Ka bacha h isko ehsaas ni hogaa,0
isko bc shram nam ki chez ni,0
YE bohat hi galat karahe hen aap,0
Wakar bhadwa hai aur tu bhi,1
O gandu..ae ki kunjar khana laya ae,1
"Charity karan chaleya, kisi kunjari da bacha",1
Bot bagarat hai waqar to,0
Trimmer lao iss behan k lode k baal katne hai.,1
Es Show ko Band hona chaye,0
un 2 begairto na akr dil tor dia bacharay ka,0
"gand mardi dono ne,",1
us k baad behen ka kuss chakra gya tha k bolun kya or show khtm krdia lol,1
batameez akr un ka sara mood kharab krdia,0
tu pakka gandu ha,1
certified gandu ha ye,1
dur fittay monh teri soorat te,1
randi k bachy ....... tu elomenati h,1
